id,AnnotaId,verb1_id,verb1,verb2_id,verb2,verb3_id,verb3,verb4_id,verb4,adj1_id,adj1,adj2_id,adj2,adj3_id,adj3,adj4_id,adj4,FileName,Sentiment
25739,5121,SID-01729431-V,sing,SID-02099075-V,dance,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1386341392044.gif,+
25740,5124,SID-02099075-V,dance,NULL,NULL,NULL,NULL,NULL,NULL,SID-01148283-A,happy,NULL,NULL,NULL,NULL,NULL,NULL,1386342892321.gif,+
25741,5125,SID-00028565-V,smile,NULL,NULL,NULL,NULL,NULL,NULL,SID-00217728-A,beautiful,NULL,NULL,NULL,NULL,NULL,NULL,1386343169618.gif,+
25742,5127,SID-01885845-V,creep,SID-01742886-V,simulate,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1386343883031.gif,+
25743,5128,SID-00121506-V,jump,NULL,NULL,NULL,NULL,NULL,NULL,SID-00971660-A,cool,NULL,NULL,NULL,NULL,NULL,NULL,1386343904653.gif,+
25744,5131,SID-01885845-V,creep,SID-01742886-V,simulate,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1386344227025.gif,+
25745,5132,SID-00064487-V,massage,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1386344390973.gif,+
25746,5133,SID-01597662-V,dunk,SID-01408760-V,dribble,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1386344485414.gif,+
25747,5134,SID-00121506-V,jump,NULL,NULL,NULL,NULL,NULL,NULL,SID-00971660-A,cool,NULL,NULL,NULL,NULL,NULL,NULL,1386346164364.gif,+
25748,5135,SID-01400044-V,hit,NULL,NULL,NULL,NULL,NULL,NULL,SID-00971660-A,cool,NULL,NULL,NULL,NULL,NULL,NULL,1386346697538.gif,+
25749,5136,SID-00121506-V,jump,NULL,NULL,NULL,NULL,NULL,NULL,SID-01270486-A,quick,NULL,NULL,NULL,NULL,NULL,NULL,1386347000872.gif,+
25750,5139,SID-01914947-V,run,NULL,NULL,NULL,NULL,NULL,NULL,SID-01270486-A,quick,NULL,NULL,NULL,NULL,NULL,NULL,1386348453922.gif,+
25751,5140,SID-00064487-V,massage,NULL,NULL,NULL,NULL,NULL,NULL,SID-01372049-A,kind,NULL,NULL,NULL,NULL,NULL,NULL,1386348980167.gif,+
25752,5141,SID-00121506-V,jump,NULL,NULL,NULL,NULL,NULL,NULL,SID-01270486-A,quick,NULL,NULL,NULL,NULL,NULL,NULL,1386350070079.gif,+
25753,5144,SID-01431723-V,kiss,SID-01431723-V,kiss,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1386353882015.gif,+
25754,5145,SID-00028565-V,smile,NULL,NULL,NULL,NULL,NULL,NULL,SID-00822115-A,easy,NULL,NULL,NULL,NULL,NULL,NULL,1386353920319.gif,0
25755,5146,SID-02099075-V,dance,NULL,NULL,NULL,NULL,NULL,NULL,SID-00971660-A,cool,NULL,NULL,NULL,NULL,NULL,NULL,1386354091487.gif,+
25756,5147,SID-01168468-V,eat,NULL,NULL,NULL,NULL,NULL,NULL,SID-00919542-A,excited,NULL,NULL,NULL,NULL,NULL,NULL,1386354678474.gif,+
25757,5148,SID-00194534-V,strip,SID-01729431-V,sing,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1386354680711.gif,+
25758,5169,SID-00028565-V,smile,SID-00557216-V,swing,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1386358174476.gif,+
25759,5175,SID-00557216-V,swing,SID-01894649-V,dance,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1386359402497.gif,+
25760,5177,SID-01198101-V,smoke,SID-01444563-V,spit,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1386359403941.gif,0
25761,5181,SID-01152396-V,hit,SID-00050652-V,wear,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1386359441196.gif,+
25762,5183,SID-01237599-V,clap,SID-00014034-V,shake,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1386359657281.gif,+
25763,5194,SID-00557216-V,swing,SID-00454868-V,flush,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1386360732419.gif,+
25764,5198,SID-00155727-V,jump,SID-00334803-V,run,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1386362089879.gif,+
25765,5199,SID-00989201-V,speak,SID-00007739-V,wink,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1386362120765.gif,+
25766,5206,SID-00155727-V,jump,NULL,NULL,NULL,NULL,NULL,NULL,SID-00167278-A,cute,NULL,NULL,NULL,NULL,NULL,NULL,1386362155691.gif,+
25767,5224,SID-00028565-V,smile,SID-00391971-V,dull,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1386363037744.gif,0
25768,5228,SID-01198101-V,smoke,NULL,NULL,NULL,NULL,NULL,NULL,SID-00820219-A,old,NULL,NULL,NULL,NULL,NULL,NULL,1386363039640.gif,0
25769,5229,SID-01431723-V,kiss,SID-00028565-V,smile,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1386363042355.gif,+
25770,5312,SID-01431723-V,kiss,SID-00028565-V,smile,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1386364965712.gif,+
25771,5425,SID-00028565-V,smile,SID-01431723-V,kiss,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1386366584838.gif,+
25772,5426,SID-00962447-V,talk,SID-01904930-V,walk,SID-00028565-V,smile,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1386366897830.gif,+
25773,5427,SID-02231473-V,pass,SID-01084466-V,shoot,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1386368066816.gif,+
25774,5428,SID-00897125-V,greet,SID-00897125-V,greet,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1386368365620.gif,+
25775,5429,SID-01441382-V,bite,SID-00028565-V,smile,SID-01392237-V,wipe,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1386369552226.gif,0
25776,5445,SID-00928959-V,say,SID-00028565-V,smile,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1386373490625.gif,+
25777,5525,SID-02369948-V,race,SID-00147815-V,fall,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1386386656194.gif,0
25778,5526,SID-01157421-V,hit,NULL,NULL,NULL,NULL,NULL,NULL,SID-01241600-A,still,NULL,NULL,NULL,NULL,NULL,NULL,1386386709995.gif,0
25779,5534,SID-02533282-V,check,SID-00334803-V,run,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1386386790694.gif,0
25780,5536,SID-00557216-V,swing,SID-01072949-V,play,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1386387181453.gif,+
25781,5539,SID-02701445-V,sleep,SID-00028565-V,smile,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1386387425925.gif,+
25782,5545,SID-00028565-V,smile,NULL,NULL,NULL,NULL,NULL,NULL,SID-01148283-A,happy,NULL,NULL,NULL,NULL,NULL,NULL,1386388460069.gif,+
25783,5574,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SID-00855670-A,little,SID-00167278-A,cute,NULL,NULL,NULL,NULL,1386393874044.gif,+
25784,5576,SID-00461493-V,still,SID-01547001-V,lie,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1386393876392.gif,+
25785,5578,SID-01432176-V,lick,NULL,NULL,NULL,NULL,NULL,NULL,SID-00855670-A,little,NULL,NULL,NULL,NULL,NULL,NULL,1386393879459.gif,+
25786,5598,SID-00028565-V,smile,NULL,NULL,NULL,NULL,NULL,NULL,SID-01148283-A,happy,NULL,NULL,NULL,NULL,NULL,NULL,1386397675308.gif,+
25787,5600,SID-01166351-V,eat,SID-01205696-V,touch,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1386397686129.gif,+
25788,5602,SID-02099075-V,dance,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1386399800095.gif,+
25789,5603,SID-02099075-V,dance,NULL,NULL,NULL,NULL,NULL,NULL,SID-00971660-A,cool,NULL,NULL,NULL,NULL,NULL,NULL,1386400441769.gif,+
25790,5604,SID-02099075-V,dance,SID-00031820-V,laugh,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1386400628328.gif,+
25791,5605,SID-01084466-V,shoot,NULL,NULL,NULL,NULL,NULL,NULL,SID-00919542-A,excited,NULL,NULL,NULL,NULL,NULL,NULL,1386400639990.gif,+
25792,5606,SID-01441382-V,bite,NULL,NULL,NULL,NULL,NULL,NULL,SID-00167278-A,cute,NULL,NULL,NULL,NULL,NULL,NULL,1386400710178.gif,+
25793,5607,SID-01885845-V,creep,SID-01742886-V,simulate,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1386400718851.gif,+
25794,5608,SID-02102398-V,ride,NULL,NULL,NULL,NULL,NULL,NULL,SID-00971660-A,cool,NULL,NULL,NULL,NULL,NULL,NULL,1386400778825.gif,+
25795,5630,SID-01904930-V,walk,SID-01998432-V,follow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1386406676335.gif,0
25796,5649,SID-01168468-V,eat,NULL,NULL,NULL,NULL,NULL,NULL,SID-00187736-A,asleep,NULL,NULL,NULL,NULL,NULL,NULL,1386411215847.gif,+
25797,5650,SID-01084466-V,shoot,SID-01149138-V,defend,SID-01084466-V,shoot,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1386411605659.gif,+
25798,5651,SID-02099075-V,dance,NULL,NULL,NULL,NULL,NULL,NULL,SID-00971660-A,cool,NULL,NULL,NULL,NULL,NULL,NULL,1386411854516.gif,+
25799,5653,SID-02049696-V,pass,SID-01084466-V,shoot,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1386412203910.gif,+
25800,5654,SID-01084466-V,shoot,SID-01149138-V,defend,SID-01084466-V,shoot,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1386412205998.gif,+
25801,5655,SID-01408760-V,dribble,SID-01084466-V,shoot,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1386412213726.gif,0
25802,5656,SID-00121506-V,jump,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1386412706278.gif,0
25803,5657,SID-01084466-V,shoot,SID-01408760-V,dribble,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1386413014700.gif,0
25804,5658,SID-01348987-V,unbolt,SID-01345109-V,shut,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1386413337211.gif,+
25805,5659,SID-01348987-V,unbolt,SID-01345109-V,shut,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1386413341026.gif,+
25806,5660,SID-01137138-V,shoot,NULL,NULL,NULL,NULL,NULL,NULL,SID-00971660-A,cool,NULL,NULL,NULL,NULL,NULL,NULL,1386414120278.gif,+
25807,5661,SID-02099075-V,dance,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1386416298521.gif,+
25808,5662,SID-01665638-V,cook,NULL,NULL,NULL,NULL,NULL,NULL,SID-01343918-A,interesting,NULL,NULL,NULL,NULL,NULL,NULL,1386416359373.gif,+
25809,5664,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SID-00214812-A,long-haired,SID-00217728-A,beautiful,NULL,NULL,NULL,NULL,1386417709594.gif,+
25810,5685,SID-00066685-V,cry,NULL,NULL,NULL,NULL,NULL,NULL,SID-01361863-A,sad,NULL,NULL,NULL,NULL,NULL,NULL,1386422299429.gif,-
25811,5686,SID-01168468-V,eat,NULL,NULL,NULL,NULL,NULL,NULL,SID-00919984-A,crazy,NULL,NULL,NULL,NULL,NULL,NULL,1386423964690.gif,0
25812,5687,SID-00897125-V,greet,SID-01904930-V,walk,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1386424210174.gif,+
25813,5688,SID-02099075-V,dance,NULL,NULL,NULL,NULL,NULL,NULL,SID-00971660-A,cool,NULL,NULL,NULL,NULL,NULL,NULL,1386424451542.gif,+
25814,5708,SID-01725051-V,play,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1386426886816.gif,+
25815,5709,SID-01077887-V,open,NULL,NULL,NULL,NULL,NULL,NULL,SID-01677623-A,one,NULL,NULL,NULL,NULL,NULL,NULL,1386426907577.gif,0
25816,5710,SID-01095581-V,sit,NULL,NULL,NULL,NULL,NULL,NULL,SID-01677623-A,one,NULL,NULL,NULL,NULL,NULL,NULL,1386426922182.gif,+
25817,5720,SID-00781903-V,hit,NULL,NULL,NULL,NULL,NULL,NULL,SID-01677623-A,one,NULL,NULL,NULL,NULL,NULL,NULL,1386427679645.gif,+
25818,5722,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SID-00842199-A,strong,SID-01677623-A,one,NULL,NULL,NULL,NULL,1386427681397.gif,0
25819,5723,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SID-02064427-A,one,SID-02268485-A,no,NULL,NULL,NULL,NULL,1386427681968.gif,+
25820,5724,SID-01152396-V,hit,NULL,NULL,NULL,NULL,NULL,NULL,SID-00882580-A,small,NULL,NULL,NULL,NULL,NULL,NULL,1386427682993.gif,+
25821,5725,SID-00109660-V,change,NULL,NULL,NULL,NULL,NULL,NULL,SID-01677623-A,one,NULL,NULL,NULL,NULL,NULL,NULL,1386427968459.gif,0
25822,5727,SID-00124442-V,move,NULL,NULL,NULL,NULL,NULL,NULL,SID-02064427-A,one,NULL,NULL,NULL,NULL,NULL,NULL,1386427983023.gif,+
25823,5728,SID-00830761-V,talk,NULL,NULL,NULL,NULL,NULL,NULL,SID-02064427-A,one,NULL,NULL,NULL,NULL,NULL,NULL,1386428714907.gif,0
25824,5729,SID-00013615-V,play,NULL,NULL,NULL,NULL,NULL,NULL,SID-02064427-A,one,NULL,NULL,NULL,NULL,NULL,NULL,1386428879928.gif,0
25825,5730,SID-01166351-V,eat,NULL,NULL,NULL,NULL,NULL,NULL,SID-01678586-A,some,NULL,NULL,NULL,NULL,NULL,NULL,1386428930644.gif,0
25826,5732,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SID-01677623-A,one,SID-01677623-A,one,NULL,NULL,NULL,NULL,1386429181871.gif,0
25827,5735,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SID-02064427-A,one,SID-02064427-A,one,NULL,NULL,NULL,NULL,1386429641035.gif,0
25828,5736,SID-00147815-V,fall,NULL,NULL,NULL,NULL,NULL,NULL,SID-02064427-A,one,NULL,NULL,NULL,NULL,NULL,NULL,1386429667370.gif,0
25829,5737,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SID-01677623-A,one,SID-02186470-A,two,NULL,NULL,NULL,NULL,1386429670125.gif,+
25830,5742,SID-00014549-V,move,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1386430009277.gif,0
25831,5743,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SID-00219809-A,lovely,SID-02064427-A,one,NULL,NULL,NULL,NULL,1386430024228.gif,+
25832,5745,SID-00109660-V,change,NULL,NULL,NULL,NULL,NULL,NULL,SID-02064427-A,one,NULL,NULL,NULL,NULL,NULL,NULL,1386430415788.gif,0
25833,5749,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SID-02017721-A,tall,SID-02064427-A,one,NULL,NULL,NULL,NULL,1386430764575.gif,0
25834,5751,SID-00124442-V,move,NULL,NULL,NULL,NULL,NULL,NULL,SID-01677623-A,one,NULL,NULL,NULL,NULL,NULL,NULL,1386430770241.gif,+
25835,5752,SID-01431723-V,kiss,NULL,NULL,NULL,NULL,NULL,NULL,SID-02186470-A,two,NULL,NULL,NULL,NULL,NULL,NULL,1386430770939.gif,0
25836,5755,SID-00124442-V,move,NULL,NULL,NULL,NULL,NULL,NULL,SID-02064427-A,one,NULL,NULL,NULL,NULL,NULL,NULL,1386430775575.gif,0
25837,5756,SID-00830761-V,talk,NULL,NULL,NULL,NULL,NULL,NULL,SID-01677623-A,one,NULL,NULL,NULL,NULL,NULL,NULL,1386430777691.gif,0
25838,5758,SID-00147815-V,fall,NULL,NULL,NULL,NULL,NULL,NULL,SID-02064427-A,one,NULL,NULL,NULL,NULL,NULL,NULL,1386430873471.gif,+
25839,5759,SID-00334803-V,run,NULL,NULL,NULL,NULL,NULL,NULL,SID-02064427-A,one,NULL,NULL,NULL,NULL,NULL,NULL,1386430876165.gif,0
25840,5760,SID-00014549-V,move,NULL,NULL,NULL,NULL,NULL,NULL,SID-01677623-A,one,NULL,NULL,NULL,NULL,NULL,NULL,1386431085411.gif,0
25841,5761,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SID-02357479-A,surprised,SID-01677623-A,one,NULL,NULL,NULL,NULL,1386431182335.gif,+
25842,5764,SID-00033599-V,look,NULL,NULL,NULL,NULL,NULL,NULL,SID-02064427-A,one,NULL,NULL,NULL,NULL,NULL,NULL,1386431680023.gif,+
25843,5765,SID-00830761-V,talk,NULL,NULL,NULL,NULL,NULL,NULL,SID-01677623-A,one,NULL,NULL,NULL,NULL,NULL,NULL,1386431707629.gif,+
25844,5766,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SID-01677623-A,one,SID-01034457-A,strange,NULL,NULL,NULL,NULL,1386431724502.gif,0
25845,5791,SID-00444629-V,run,NULL,NULL,NULL,NULL,NULL,NULL,SID-02064427-A,one,NULL,NULL,NULL,NULL,NULL,NULL,1386436920278.gif,0
25846,5792,SID-00109660-V,change,NULL,NULL,NULL,NULL,NULL,NULL,SID-02064427-A,one,NULL,NULL,NULL,NULL,NULL,NULL,1386438498642.gif,0
25847,5793,SID-00952841-V,talk,NULL,NULL,NULL,NULL,NULL,NULL,SID-02186580-A,three,NULL,NULL,NULL,NULL,NULL,NULL,1386438538427.gif,0
25848,5796,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SID-01677623-A,one,SID-01034457-A,strange,NULL,NULL,NULL,NULL,1386438875667.gif,0
25849,5798,SID-00124442-V,move,NULL,NULL,NULL,NULL,NULL,NULL,SID-01677623-A,one,NULL,NULL,NULL,NULL,NULL,NULL,1386439320657.gif,0
25850,5819,SID-00651630-V,sex,NULL,NULL,NULL,NULL,NULL,NULL,SID-02064427-A,one,NULL,NULL,NULL,NULL,NULL,NULL,1386440584204.gif,0
25851,5820,SID-01067512-V,smile,NULL,NULL,NULL,NULL,NULL,NULL,SID-02064427-A,one,NULL,NULL,NULL,NULL,NULL,NULL,1386440586543.gif,0
25852,5821,SID-00013615-V,play,NULL,NULL,NULL,NULL,NULL,NULL,SID-02064427-A,one,NULL,NULL,NULL,NULL,NULL,NULL,1386440588573.gif,0
25853,5823,SID-01431723-V,kiss,NULL,NULL,NULL,NULL,NULL,NULL,SID-02186470-A,two,NULL,NULL,NULL,NULL,NULL,NULL,1386440599145.gif,0
25854,5824,SID-00014549-V,move,NULL,NULL,NULL,NULL,NULL,NULL,SID-02064427-A,one,NULL,NULL,NULL,NULL,NULL,NULL,1386440610919.gif,0
25855,5828,SID-00124442-V,move,NULL,NULL,NULL,NULL,NULL,NULL,SID-01554063-A,some,NULL,NULL,NULL,NULL,NULL,NULL,1386440709881.gif,+
25856,5829,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SID-02064427-A,one,SID-01824244-A,strong,NULL,NULL,NULL,NULL,1386440963698.gif,0
25857,5831,SID-01165043-V,use,NULL,NULL,NULL,NULL,NULL,NULL,SID-02064427-A,one,NULL,NULL,NULL,NULL,NULL,NULL,1386441657114.gif,0
25858,5832,SID-00014549-V,move,NULL,NULL,NULL,NULL,NULL,NULL,SID-01677623-A,one,NULL,NULL,NULL,NULL,NULL,NULL,1386442064779.gif,0
25859,5835,SID-01166351-V,eat,SID-00028565-V,smile,NULL,NULL,NULL,NULL,SID-01598319-A,normal,NULL,NULL,NULL,NULL,NULL,NULL,1386444005686.gif,+
25860,5863,SID-00461493-V,still,SID-00765977-V,push,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1386451699756.gif,+
25861,5905,SID-00028565-V,smile,SID-00924255-V,point,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1386463011213.gif,+
25862,5912,SID-00444629-V,run,NULL,NULL,NULL,NULL,NULL,NULL,SID-01551633-A,many,NULL,NULL,NULL,NULL,NULL,NULL,1386465942830.gif,+
25863,5934,SID-01926311-V,run,NULL,NULL,NULL,NULL,NULL,NULL,SID-01287160-A,broad,NULL,NULL,NULL,NULL,NULL,NULL,1386470870830.gif,0
25864,5935,SID-02162947-V,shine,NULL,NULL,NULL,NULL,NULL,NULL,SID-00167278-A,cute,NULL,NULL,NULL,NULL,NULL,NULL,1386470951487.gif,+
25865,5936,SID-00557216-V,swing,SID-02090990-V,slide,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1386470954811.gif,+
25866,5957,SID-00028565-V,smile,SID-00989201-V,speak,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1386472609859.gif,0
25867,5961,SID-00027268-V,stretch,SID-01882170-V,walk,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1386473150423.gif,0
25868,6006,SID-00028565-V,smile,NULL,NULL,NULL,NULL,NULL,NULL,SID-01148283-A,happy,NULL,NULL,NULL,NULL,NULL,NULL,1386473607612.gif,+
25869,6007,SID-01729431-V,sing,SID-01904930-V,walk,SID-01237599-V,clap,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1386473998976.gif,+
25870,6008,SID-01562061-V,crash,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1386474407242.gif,-
25871,6010,SID-01166351-V,eat,NULL,NULL,NULL,NULL,NULL,NULL,SID-01148283-A,happy,NULL,NULL,NULL,NULL,NULL,NULL,1386475057480.gif,+
25872,6011,SID-01408760-V,dribble,NULL,NULL,NULL,NULL,NULL,NULL,SID-02226162-A,skillful,SID-00971660-A,cool,NULL,NULL,NULL,NULL,1386475067826.gif,+
25873,6012,SID-00121506-V,jump,SID-01900408-V,trip,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1386475794635.gif,+
25874,6014,SID-01725051-V,play,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1386476641192.gif,0
25875,6035,SID-00031820-V,laugh,NULL,NULL,SID-00066191-V,weep,NULL,NULL,SID-01361863-A,sad,NULL,NULL,NULL,NULL,NULL,NULL,1386479540148.gif,+
25876,6036,SID-00031820-V,laugh,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1386481734666.gif,+
25877,6037,SID-01396524-V,hug,SID-01432176-V,lick,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1386482298811.gif,0
25878,6068,SID-00912048-V,shout,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1386486517314.gif,0
25879,6088,SID-02150948-V,watch,SID-01547001-V,lie,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1386486791532.gif,0
25880,6129,SID-01904930-V,walk,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1386487589522.gif,0
25881,6132,SID-01597662-V,dunk,NULL,NULL,NULL,NULL,NULL,NULL,SID-00971660-A,cool,NULL,NULL,NULL,NULL,NULL,NULL,1386489252347.gif,+
25882,6133,SID-01168468-V,eat,SID-01547001-V,lie,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1386489252360.gif,0
25883,6134,NULL,NULL,NULL,NULL,SID-01408760-V,dribble,NULL,NULL,SID-00971660-A,cool,SID-02226162-A,skillful,NULL,NULL,NULL,NULL,1386489375878.gif,+
25884,6135,SID-02099075-V,dance,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1386490059754.gif,0
25885,6155,SID-00121506-V,jump,SID-01900408-V,trip,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1386496929370.gif,+
25886,6175,SID-01370561-V,kick,SID-01400044-V,hit,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SID-00971660-A,cool,NULL,NULL,1386500604444.gif,+
25887,6180,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SID-01459755-A,lovely,NULL,NULL,NULL,NULL,NULL,NULL,1386501466778.gif,+
25888,6181,SID-01938426-V,ski,SID-01972298-V,fall,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1386501482227.gif,+
25889,6228,SID-00031820-V,laugh,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1386502551128.gif,+
25890,6256,SID-00028565-V,smile,NULL,NULL,NULL,NULL,NULL,NULL,SID-00167278-A,cute,NULL,NULL,NULL,NULL,NULL,NULL,1386504684960.gif,+
25891,6259,SID-00031820-V,laugh,NULL,NULL,NULL,NULL,NULL,NULL,SID-01148283-A,happy,NULL,NULL,NULL,NULL,NULL,NULL,1386505099679.gif,+
25892,6262,SID-01166351-V,eat,SID-00028565-V,smile,NULL,NULL,NULL,NULL,SID-00971660-A,cool,NULL,NULL,NULL,NULL,NULL,NULL,1386505688603.gif,+
25893,6263,SID-01166351-V,eat,NULL,NULL,NULL,NULL,NULL,NULL,SID-00971660-A,cool,NULL,NULL,SID-02357479-A,surprised,NULL,NULL,1386505691650.gif,+
25894,6264,SID-00028565-V,smile,NULL,NULL,NULL,NULL,NULL,NULL,SID-00971660-A,cool,NULL,NULL,NULL,NULL,NULL,NULL,1386507339455.gif,+
